,index,subject,relation,object
2577,1301615,warsaw,isa,capital
2578,1301639,warwickshire,isa,administrative_region
2579,1301706,washington,isa,state
2580,1301707,washington,isa,soccer_player
2581,1301708,washington,isa,station
2582,1301709,washington,isa,administrative_region
2583,1301756,waste,isa,activity
2584,1302272,waterworks,isa,tangible_thing
2585,1302277,watford,isa,town
2586,1302388,way,isa,artifact
2587,1302412,ways,isa,structure
2588,1302443,we,isa,book
2589,1302488,weapon,isa,artifact
2590,1302490,weapon,isa,device
2591,1302878,wei,isa,country
2592,1302888,weight,isa,artifact
2593,1302946,weiss,isa,river
2594,1302981,well,isa,place
2595,1302983,well,isa,device
2596,1303042,wellington,isa,city
2597,1303043,wellington,isa,capital
2598,1303050,welsh,isa,human
2599,1303133,west,isa,film
2600,1303135,west,isa,location
2601,1303206,western,isa,station
2602,1303484,what,isa,film
2603,1303565,wheel,isa,part
2604,1303679,whereabouts,isa,location
2605,1303815,whistle,isa,device
2606,1304262,who,isa,band
2607,1304340,why,isa,album
2608,1304475,wild,isa,film
2609,1304477,wild,isa,state
2610,1304648,william,isa,person
2611,1304756,wiltshire,isa,administrative_region
2612,1304794,wind,isa,company
2613,1304835,windhoek,isa,city
2614,1304851,window,isa,area
2615,1304853,window,isa,film
2616,1304998,wine,isa,software
2617,1305056,wing,isa,musical_artist
2618,1305108,winner,isa,book
2619,1305109,winners,isa,company
2620,1305134,winnipeg,isa,capital
2621,1305223,wire,isa,device
2622,1305228,wire,isa,magazine
2623,1305300,wisconsin,isa,administrative_region
2624,1305302,wisconsin,isa,state
2625,1305450,witnesses,isa,film
2626,1305489,wolf,isa,river
2627,1305529,wolverhampton,isa,city
2628,1305546,woman,isa,person
2629,1305624,women,isa,book
2630,1305916,worcestershire,isa,administrative_region
2631,1305981,words,isa,book
2632,1305986,work,isa,book
2633,1305992,work,isa,activity
2634,1306065,worker,isa,person
2635,1306115,works,isa,activity
2636,1306190,world,isa,part
2637,1306300,worship,isa,activity
2638,1306331,wound,isa,disease
2639,1306338,wounded,isa,people
2640,1306377,wreckage,isa,artifact
2641,1306379,wreckage,isa,part
2642,1306502,writer,isa,person
2643,1306521,writing,isa,activity
2644,1306597,wrongdoing,isa,activity
2645,1306648,x,isa,film
2646,1306836,xhosa,isa,african
2647,1306837,xi,isa,city
2648,1306970,y,isa,weapon
2649,1307130,yards,isa,film
2650,1307459,yemen,isa,country
2651,1307460,yemen,isa,person
2652,1307461,yemen,isa,person_with_nationality
2653,1307463,yemeni,isa,asian
2654,1307464,yemeni,isa,person
2655,1307465,yemeni,isa,person_with_nationality
2656,1307619,york,isa,city
2657,1307626,yorkshire,isa,town
2658,1307778,yugoslav,isa,person
2659,1307779,yugoslav,isa,person_with_nationality
2660,1307825,yuri,isa,musical_artist
2661,1307853,zadar,isa,city
2662,1307856,zagreb,isa,city
2663,1307859,zairean,isa,african
2664,1307880,zambia,isa,country
2665,1307881,zambian,isa,african
2666,1307882,zambian,isa,person_with_nationality
2667,1308032,zenith,isa,company
2668,1308153,zimbabwe,isa,country
2669,1308157,zimbabwean,isa,african
2670,1308158,zimbabwean,isa,person_with_nationality
2671,1308349,zone,isa,state
2672,1308350,zone,isa,tangible_thing
2673,1308351,zone,isa,structure
2674,1308353,zone,isa,region
2675,4402447,action,isa,activity
2676,4402448,do,isa,activity
2677,4402450,act,isa,activity
2678,4403767,human,isa,african
2679,4403769,person,isa,african
2680,4405183,collection,isa,album
2681,4405189,book,isa,album
2682,4405190,medium,isa,album
2683,4411714,place,isa,area
2684,4411718,structure,isa,area
2685,4411721,topic,isa,area
2686,4411722,region,isa,area
2687,4412779,whole,isa,artifact
2688,4413170,american,isa,asian
2689,4413172,human,isa,asian
2690,4413174,person,isa,asian
2691,4417488,restraint,isa,band
2692,4417489,strip,isa,band
2693,4417491,range,isa,band
2694,4425452,device,isa,book
2695,4425456,object,isa,book
2696,4425459,copy,isa,book
2697,4425466,product,isa,book
2698,4425467,collection,isa,book
2699,4425468,publication,isa,book
2700,4425469,section,isa,book
2701,4432500,city,isa,capital
2702,4432501,largely,isa,capital
2703,4432506,top,isa,capital
2704,4432507,character,isa,capital
2705,4432508,center,isa,capital
2706,4432509,seat,isa,capital
2707,4432510,assets,isa,capital
2708,4440787,place,isa,city
2709,4440789,municipality,isa,city
2710,4440792,settlement,isa,city
2711,4440794,market,isa,city
2712,4440796,book,isa,city
2713,4444953,unit,isa,company
2714,4444955,friendship,isa,company
2715,4449136,area,isa,country
2716,4449140,region,isa,country
2717,4459236,illness,isa,disease
2718,4468911,group,isa,ethnic_group
2719,4469700,situation,isa,event
2720,4473846,medium,isa,film
2721,4473852,watch,isa,film
2722,4473859,object,isa,film
2723,4473861,sheet,isa,film
2724,4483823,name,isa,given_name
2725,4483826,list,isa,given_name
2726,4496489,being,isa,human
2727,4496495,animal,isa,human
2728,4516203,object,isa,location
2729,4516204,workplace,isa,location
2730,4518864,book,isa,magazine
2731,4518868,product,isa,magazine
2732,4518871,press,isa,magazine
2733,4518872,publication,isa,magazine
2734,4518873,publisher,isa,magazine
2735,4542014,structure,isa,organization
2736,4542015,disposal,isa,organization
2737,4542016,treatment,isa,organization
2738,4542018,activity,isa,organization
2739,4542019,administration,isa,organization
2740,4545996,concept,isa,part
2741,4545998,object,isa,part
2742,4545999,line,isa,part
2743,4546000,concern,isa,part
2744,4546003,thing,isa,part
2745,4548015,alcoholics,isa,people
2746,4548027,better,isa,people
2747,4548053,dancing,isa,people
2748,4548056,democrats,isa,people
2749,4548085,idiots,isa,people
2750,4548088,indians,isa,people
2751,4548089,individuals,isa,people
2752,4548095,judges,isa,people
2753,4548097,laborers,isa,people
2754,4548098,lawyers,isa,people
2755,4548100,less,isa,people
2756,4548103,managers,isa,people
2757,4548112,not,isa,people
2758,4548120,parents,isa,people
2759,4548122,persons,isa,people
2760,4548123,physicians,isa,people
2761,4548126,politicians,isa,people
2762,4548133,regularly,isa,people
2763,4548135,scientists,isa,people
2764,4548136,secretaries,isa,people
2765,4548146,teachers,isa,people
2766,4548150,translators,isa,people
2767,4548160,group,isa,people
2768,4548161,magazine,isa,people
2769,4549087,individual,isa,person
2770,4549154,human,isa,person_with_nationality
2771,4549155,person,isa,person_with_nationality
2772,4552547,item,isa,place
2773,4552548,passage,isa,place
2774,4552551,condition,isa,place
2775,4552552,situation,isa,place
2776,4566507,site,isa,region
2777,4566508,state,isa,region
2778,4566510,location,isa,region
2779,4569906,stream,isa,river
2780,4569912,site,isa,river
2781,4584260,athlete,isa,soccer_player
2782,4584261,worker,isa,soccer_player
2783,4584262,player,isa,soccer_player
2784,4584786,code,isa,software
2785,4589308,government,isa,state
2786,4589471,facility,isa,station
2787,4589473,position,isa,station
2788,4591707,system,isa,structure
2789,4591709,constitution,isa,structure
2790,4596132,agent,isa,tangible_thing
2791,4602596,community,isa,town
2792,4602598,place,isa,town
2793,4602602,settlement,isa,town
2794,4602603,municipality,isa,town
2795,4614382,tool,isa,weapon
2796,4614385,device,isa,weapon
2797,4614388,instrument,isa,weapon
